filename	url	temas	por	fecha	tipo_documento	largo_caracteres
file00076.txt	https://ciperchile.cl/2008/04/30/el-testamento-no-revelado-de-volpone-y-la-misteriosa-desaparicion-de-sus-memorias/	Allende;Clarín;Prensa;Volpone	Francisca Skoknic	30.04.2008	Investigación	11729
file00077.txt	https://ciperchile.cl/2008/04/30/la-contienda-hillary-obama-y-la-politica-de-clase-en-ee-uu/	Elecciones;Estados Unidos	John Dinges	30.04.2008	Opinión	11935
file00078.txt	https://ciperchile.cl/2008/04/30/la-vida-al-limite-del-creador-de-clarin/	Allende;Clarín;Prensa;Volpone	Francisca Skoknic	30.04.2008	Investigación	36232
file00079.txt	https://ciperchile.cl/2008/05/08/historia-y-pesadilla-de-61-anos-de-gobierno-colorado-en-paraguay/	Elecciones;Lugo;Opinión;Paraguay;Stroessner	Marcelo Cantelmi	08.05.2008	Opinión	6405
file00080.txt	https://ciperchile.cl/2008/05/08/para-no-quemarse-las-manos/	Carabineros;Luciano Fouillioux;Opinión;Transparencia	Luciano Fouillioux	08.05.2008	Opinión	4785
file00081.txt	https://ciperchile.cl/2008/05/09/clarin-texto-completo-del-fallo/	Allende;Clarín;Prensa;Volpone	CIPER	09.05.2008	Investigación	1013
file00082.txt	https://ciperchile.cl/2008/05/12/clarin-los-errores-de-la-concertacion-que-le-regalaron-un-triunfo-a-joan-garces/	Allende;Clarín;Prensa;Volpone	John Dinges	12.05.2008	Actualidad	14079
file00083.txt	https://ciperchile.cl/2008/05/23/el-pasado-que-incomoda-al-director-de-la-policia-de-investigaciones/	Derechos Humanos;Pinochet;Policía	Mónica González y Cristóbal Peña	23.05.2008	Investigación	26049
file00084.txt	https://ciperchile.cl/2008/05/28/declaracion-del-alto-mando-de-investigaciones/	Derechos Humanos;Pinochet;Policía	CIPER	28.05.2008	Actualidad	2492
file00085.txt	https://ciperchile.cl/2008/05/28/las-declaraciones-que-comprometen-a-herrera-en-un-proceso-sobre-ddhh/	Derechos Humanos;Pinochet;Policía	Cristóbal Peña	28.05.2008	Actualidad	5143
file00086.txt	https://ciperchile.cl/2008/05/29/el-rol-de-los-medios-en-la-operacion-colombo/	Derechos Humanos;Pinochet;Prensa	Mónica González	29.05.2008	Investigación	15444
file00087.txt	https://ciperchile.cl/2008/05/29/intereses-y-patrimonio-de-senadores/	Senado;Transparencia	Cristóbal Peña	29.05.2008	Transparencia	1123
file00088.txt	https://ciperchile.cl/2008/05/29/la-semilla-del-descontent%fc%a4%b2%90%81-estudiantil/	Educación;Gobierno;Karina Delfino Mussa	Karina Delfino	29.05.2008	Opinión	4809
file00089.txt	https://ciperchile.cl/2008/05/29/la-verdad-sin-dueno/	Democracia;Prensa;Sergio Ramírez	Sergio Ramírez	29.05.2008	Opinión	17654
file00090.txt	https://ciperchile.cl/2008/05/29/los-bienes-platas-y-deudas-que-el-senado-no-ha-querido-publicar/	Congreso;Legislación;Senado;Transparencia	Pedro Ramírez y Juan Pablo Figueroa	29.05.2008	Investigación	7207
file00091.txt	https://ciperchile.cl/2008/06/05/codorniu-el-fantasma-del-caso-del-registro-civil/	Registro Civil;Tecnología;Transparencia	Mónica González y Francisca Skoknic	05.06.2008	Investigación	8104
file00092.txt	https://ciperchile.cl/2008/06/05/dos-mujeres-y-una-enfermedad/	América Latina;Mujer;Salud	Samuel Andrés Arias	05.06.2008	Actualidad	26529
file00093.txt	https://ciperchile.cl/2008/06/05/los-autocontratos-que-tienen-en-la-mira-a-la-facultad-de-economia-de-la-u-de-chile/	Contraloría;Educación;Transparencia;Universidades	Juan Pablo Figueroa	05.06.2008	Investigación	31207
file00094.txt	https://ciperchile.cl/2008/06/12/la-corte-interamericana-y-la-nueva-ley-de-transparencia/	Moisés Sánchez;Prensa;Transparencia	Moisés Sánchez	12.06.2008	Opinión	5688
file00095.txt	https://ciperchile.cl/2008/06/12/lo-barnechea-la-pesadilla-de-rn/	Elecciones;Municipalidades;Política;Renovacion Nacional;Transparencia	Sebastián Minay	12.06.2008	Actualidad	26359
file00096.txt	https://ciperchile.cl/2008/06/12/mujeres-caneras-el-lado-b-del-nuevo-protagonismo-femenino/	Cárcel;Delincuencia;Mujer	Juan Pablo Figueroa	12.06.2008	Investigación	28800
file00097.txt	https://ciperchile.cl/2008/06/20/quienes-son-y-como-operan-los-capos-de-la-clonacion-de-tarjetas-en-chile/	bancos;Delincuencia;Tarjetas de crédito	Cristóbal Peña	20.06.2008	Investigación	32382
file00098.txt	https://ciperchile.cl/2008/06/20/transparencia-activa-y-patrimonio-de-las-autoridades/	Congreso;Jorge Burgos;Legislación;Transparencia	Jorge Burgos	20.06.2008	Opinión	6398
file00099.txt	https://ciperchile.cl/2008/06/26/la-mision-imposible-que-tenia-larrain/	Política;UDI	Sebastián Minay	26.06.2008	Actualidad	8043
file00100.txt	https://ciperchile.cl/2008/06/26/la-trastienda-del-mop-gate-de-la-udi/	Política;UDI	Sebastián Minay	26.06.2008	Actualidad	26194
file00101.txt	https://ciperchile.cl/2008/06/26/la-verdadera-historia-del-rescate-del-ultimo-discurso-de-salvador-allende/	Allende;Derechos Humanos;Prensa	José Miguel Varas	26.06.2008	Actualidad	22019
file00102.txt	https://ciperchile.cl/2008/07/03/%c2%bfla-ultima-oportunidad-para-la-paz-con-las-farc/	Colombia;FARC	César Paredes	03.07.2008	Actualidad	8464
file00103.txt	https://ciperchile.cl/2008/07/03/clonadores-de-tarjetas-ii-el-ingeniero-de-transbank-que-defraudo-al-sistema/	bancos;Delincuencia;Tarjetas de crédito	Cristóbal Peña	03.07.2008	Investigación	16530
file00104.txt	https://ciperchile.cl/2008/07/03/elecciones-en-eeuu-la-raza-la-trampa-mas-peligrosa-para-barack-obama/	Elecciones;Estados Unidos	John Dinges	03.07.2008	Opinión	10950
file00105.txt	https://ciperchile.cl/2008/07/03/los-pasos-que-siguen-los-delincuentes-para-reclutar-carabineros/	Asaltos;Carabineros;Corrupción;Delincuencia;Justicia;Policía	Pedro Ramírez	03.07.2008	Actualidad	18372
file00106.txt	https://ciperchile.cl/2008/07/10/consejero-de-pinochet-cobro-comisiones-en-francia-por-los-submarinos-scorpene/	Armada;Defensa;Fuerzas Armadas;Pinochet;Submarinos	Nicolás Beau y Laurent Léger	10.07.2008	Investigación	25029
file00107.txt	https://ciperchile.cl/2008/07/10/las-cajas-negras-de-la-direccion-de-construcciones-navales/	Defensa	Laurent Léger y Nicolás Beau	10.07.2008	Investigación	8606
file00108.txt	https://ciperchile.cl/2008/07/10/un-minuto-de-ruidoso-silencio-por-la-politica/	Congreso;Diputados;Francisca Skoknic;Legislación;Senado;Transparencia	Francisca Skoknic	10.07.2008	Actualidad	11982
file00109.txt	https://ciperchile.cl/2008/07/24/reportaje-de-ciper-sobre-biblioteca-de-pinochet-gana-premio-nuevo-periodismo/	bibliotecas;Pinochet;Premios;Prensa;Riggs	CIPER	24.07.2008	Actualidad	6402
file00110.txt	https://ciperchile.cl/2008/08/01/adelanto-de-allende-en-persona-el-libro-postumo-de-miguel-labarca/	Allende;Historia;Libros	Miguel Labarca	01.08.2008	Actualidad	13121
file00111.txt	https://ciperchile.cl/2008/08/01/introduccion-a-allende-en-persona/	Allende;Historia;Libros	Miguel Labarca	01.08.2008	Actualidad	10354
file00112.txt	https://ciperchile.cl/2008/08/01/las-propiedades-ahorros-y-deudas-que-declaran-los-alcaldes-i-parte/	Alcaldes;Contraloría;Municipalidades;Política;Transparencia	Pedro Ramírez y Juan Pablo Figueroa	01.08.2008	Actualidad	9691
file00113.txt	https://ciperchile.cl/2008/08/08/bienes-y-platas-de-los-alcaldes-ii-las-comunas-de-la-zona-metropolitana-sur/	Alcaldes;Contraloría;Municipalidades;Política;Transparencia	Juan Pablo Figueroa y Pedro Ramírez	08.08.2008	Actualidad	9226
file00114.txt	https://ciperchile.cl/2008/08/08/lo-que-hay-que-saber-sobre-la-ley-de-transparencia-y-acceso-a-informacion/	Derechos Humanos;Servicio público;Transparencia	Cristóbal Peña	08.08.2008	Actualidad	8112
file00115.txt	https://ciperchile.cl/2008/08/14/bienes-platas-y-deudas-de-los-alcaldes-iii-las-comunas-mas-importantes-de-regiones/	Alcaldes;Contraloría;Municipalidades;Política;Transparencia	Pedro Ramírez y Juan Pablo Figueroa	14.08.2008	Actualidad	11879
file00116.txt	https://ciperchile.cl/2008/08/14/designacion-del-consejo-para-la-transparencia-una%fc%a0%98%b6%bddecision-trascendental/	Davor Harasic Y;Servicio público;Transparencia	Davor Harasic	14.08.2008	Opinión	6182
file00117.txt	https://ciperchile.cl/2008/08/19/declaraciones-de-patrimonio-de-los-alcaldes/	Alcaldes;Contraloría;Municipalidades;Política;Transparencia	Pedro Ramírez	19.08.2008	Transparencia	2083
file00118.txt	https://ciperchile.cl/2008/08/22/los-negocios-y-amores-que-complican-al-guardian-de-la-seguridad-en-vitacura/	Contraloría;Delincuencia;Municipalidades;Seguridad	Pedro Ramírez	22.08.2008	Investigación	23732
file00119.txt	https://ciperchile.cl/2008/08/22/nacida-para-parir/	América Latina;Mujer;Salud	Samuel Andrés Arias	22.08.2008	Actualidad	14125
file00120.txt	https://ciperchile.cl/2008/08/28/ultima-hora-valdivia-es-trasladado-a-la-direccion-de-transito-de-vitacura/	Contraloría;Delincuencia;Municipalidades;Seguridad	CIPER	28.08.2008	Actualidad	2956
file00121.txt	https://ciperchile.cl/2008/08/29/el-destino-de-los-millones-que-dejara-madonna-en-chile/	Consumidores;Impuestos;Música	Cristóbal Peña y Juan Pablo Figueroa	29.08.2008	Investigación	7472
file00122.txt	https://ciperchile.cl/2008/09/03/administrador-de-vitacura-fue-socio-de-empresa-que-puede-hundir-a-pedro-valdivia/	Contraloría;Municipalidades;Seguridad	Pedro Ramírez	03.09.2008	Investigación	12766
file00123.txt	https://ciperchile.cl/2008/09/03/el-abogado-de-los-car%e2%80%99e-jarro-que-quiso-hacer-fama-con-amerika%e2%80%99n-sound/	Lavado de dinero;Música	Cristóbal Peña	03.09.2008	Investigación	19617
file00124.txt	https://ciperchile.cl/2008/09/09/el-triunfo-del-hipo/	Horacio Verbitsky;Periodismo	Horacio Verbitsky	09.09.2008	Opinión	4774
file00125.txt	https://ciperchile.cl/2008/09/09/pedro-valdivia-renuncia-a-su-puesto-en-la-municipalidad-de-vitacura/	Contraloría;Municipalidades;Seguridad	CIPER	09.09.2008	Actualidad	3528
file00126.txt	https://ciperchile.cl/2008/09/10/desclasifican-nuevas-conversaciones-entre-nixon-y-kissinger-para-derrocar-a-allende/	Allende;Desclasificados;Kissinger;Nixon;Telcons	Peter Kornbluh	10.09.2008	Investigación	10413
file00127.txt	https://ciperchile.cl/2008/09/10/la-corte-del-rey-gabo/	Horacio Verbitsky;Periodismo;Premios	Horacio Verbitsky	10.09.2008	Actualidad	19467
file00128.txt	https://ciperchile.cl/2008/09/17/la-red-de-piamonte-en-nunoa-y-vitacura/	Alcaldes;Buses;Municipalidades	Pedro Ramírez	17.09.2008	Investigación	12399
file00129.txt	https://ciperchile.cl/2008/09/26/el-suelo-de-las-salinas-tiene-contaminacion-desde-la-capa-superficial-hasta-las-aguas-subterraneas/	Contaminación;Municipalidades;Transparencia	Pedro Ramírez y Sebastián Minay	26.09.2008	Investigación	17147
file00130.txt	https://ciperchile.cl/2008/09/26/las-dudas-que-contaminan-el-ultimo-paraiso-inmobiliario-de-vina-del-mar/	Contaminación;Municipalidades;Transparencia	Pedro Ramírez y Sebastián Minay	26.09.2008	Investigación	44398
file00131.txt	https://ciperchile.cl/2008/09/29/el-ignorado-precedente-brasileno/	Contaminación	Pedro Ramírez	29.09.2008	Investigación	7799
file00132.txt	https://ciperchile.cl/2008/10/03/las-acciones-y-sociedades-que-los-senadores-no-declararon/	Congreso;Legislación;Senado;Transparencia	Juan Pablo Figueroa y Pedro Ramírez	03.10.2008	Investigación	29356
file00133.txt	https://ciperchile.cl/2008/10/17/escaso-control-de-medicamentos-i-el-riesgo-que-corren-los-pacientes-de-hospitales/	Medicamentos;Salud	Francisca Skoknic	17.10.2008	Investigación	28195
file00134.txt	https://ciperchile.cl/2008/10/22/escaso-control-de-medicamentos-ii-las-duras-lecciones-de-la-cenabast/	Medicamentos;Salud	Francisca Skoknic	22.10.2008	Investigación	10117
file00135.txt	https://ciperchile.cl/2008/10/24/la-desconocida-cita-entre-john-mccain-y-pinochet/	Derechos Humanos;Elecciones;Estados Unidos;Pinochet	John Dinges	24.10.2008	Investigación	11828
file00136.txt	https://ciperchile.cl/2008/10/29/armas-sin-fronteras/	Armas;Estados Unidos;México;Seguridad	Dolia Estévez	29.10.2008	Actualidad	19102
file00137.txt	https://ciperchile.cl/2008/10/29/asi-se-hacen-los-cuestionados-pinchazos-telefonicos-legales/	Justicia;Policía;Tecnología	Cristóbal Peña y Sebastián Minay	29.10.2008	Investigación	35555
file00138.txt	https://ciperchile.cl/2008/10/29/inversiones-y-sociedades-omitidas-en-las-declaraciones-de-intereses-y-patrimonio-de-los-senadores/		Francisca Skoknic	29.10.2008	Transparencia	3581
file00139.txt	https://ciperchile.cl/2008/10/30/una-eleccion-para-la-historia/	Elecciones;Estados Unidos	John Dinges	30.10.2008	Opinión	6869
file00140.txt	https://ciperchile.cl/2008/11/06/escuchas-telefonicas-ii-los-pinchazos-que-condenan-al-mas-celebre-extranjero-encarcelado-en-chile/	Justicia;Narcotráfico;Policía;Tecnología	Cristóbal Peña	06.11.2008	Investigación	29340
file00141.txt	https://ciperchile.cl/2008/11/06/golpe-al-blanqueo-de-dinero-en-mexico/	Lavado de dinero;México;Narcotráfico	Alberto Bello y Alejandro Suverza	06.11.2008	Investigación	23103
